Company Name,Quarter,Sector,Market Regime (Bull / Bear),Quarterly Stock Return (%),30-Day Post-Earnings Return (%),Stock P/E,P/B Ratio,EV/EBITDA,Dividend Yield (%),ROE (%),ROCE (%),OPM (%),Debt-to-Equity Ratio,Current Ratio,Interest Coverage Ratio,Sales Growth YoY (%),Net Profit Growth YoY (%),Beta (trailing),Market Cap (Cr),Actual EPS (Quarterly),Earnings Surprise Score (%),News Sentiment Score (-1 to +1),News Volume (articles per quarter)
Atul Ltd,Dec 2023,Chemicals,Bull,2.48,-2.79,23.1,2.96,17.33,0.48,11.5,14.9,13.0,0.35,1.65,76.0,4.4,0.0,1.05,18385.0,24.04,8.7,0.8,31
Atul Ltd,Dec 2024,Chemicals,Bear,-13.03,-5.76,23.1,2.96,17.33,0.48,11.5,14.9,16.0,0.35,1.65,56.0,4.4,0.0,1.05,18385.0,36.93,53.62,0.84,30
Atul Ltd,Dec 2025,Chemicals,Bull,-0.74,7.61,23.1,2.96,17.33,0.48,11.5,14.9,16.0,0.35,1.65,61.75,4.4,0.0,1.05,18385.0,54.6,47.85,0.62,25
Atul Ltd,Jun 2023,Chemicals,Bull,1.04,8.18,23.1,2.96,17.33,0.48,11.5,14.9,15.0,0.35,1.65,91.0,4.4,0.0,1.05,18385.0,35.02,-35.86,0.32,25
Atul Ltd,Jun 2024,Chemicals,Bull,11.77,0.79,23.1,2.96,17.33,0.48,11.5,14.9,17.0,0.35,1.65,44.6,16.17,55.56,1.05,18385.0,38.0,8.51,0.9,26
Atul Ltd,Jun 2025,Chemicals,Bull,28.65,0.35,23.1,2.96,17.33,0.48,11.5,14.9,16.0,0.35,1.65,47.2,4.3,12.82,1.05,18385.0,43.4,14.21,0.86,23
Atul Ltd,Jun 2026,Chemicals,Bull,0.44,-3.89,23.1,2.96,17.33,0.48,11.5,14.9,21.0,0.35,1.65,98.5,17.41,54.88,1.05,18385.0,83.32,91.98,0.89,24
Atul Ltd,Mar 2024,Chemicals,Bull,-19.93,6.55,23.1,2.96,17.33,0.48,11.5,14.9,12.0,0.35,1.65,29.6,2.54,-42.16,1.05,18385.0,19.84,-76.19,-0.05,22
Atul Ltd,Mar 2025,Chemicals,Bear,-11.19,2.57,23.1,2.96,17.33,0.48,11.5,14.9,15.0,0.35,1.65,44.6,9.83,16.07,1.05,18385.0,42.97,116.58,0.91,31
Atul Ltd,Mar 2026,Chemicals,Bear,3.23,-8.2,23.1,2.96,17.33,0.48,11.5,14.9,17.0,0.35,1.65,70.25,12.99,59.85,1.05,18385.0,71.38,66.12,0.78,21
Atul Ltd,Sep 2023,Chemicals,Bull,2.27,4.63,23.1,2.96,17.33,0.48,11.5,14.9,13.0,0.35,1.65,77.5,-35.39,-64.17,1.05,18385.0,30.6,-57.13,0.03,23
Atul Ltd,Sep 2024,Chemicals,Bull,17.05,0.5,23.1,2.96,17.33,0.48,11.5,14.9,17.0,0.35,1.65,27.0,14.93,137.29,1.05,18385.0,46.47,51.86,0.89,24
Atul Ltd,Sep 2025,Chemicals,Bear,-17.94,-2.77,23.1,2.96,17.33,0.48,11.5,14.9,17.0,0.35,1.65,53.4,6.89,40.0,1.05,18385.0,60.88,31.01,0.88,26
Aurobindo Pharma Ltd,Dec 2023,Pharma,Bull,19.65,1.44,25.6,2.58,19.2,0.24,10.1,12.9,22.0,0.35,1.65,21.04,8.41,5.51,1.05,96652.0,15.98,8.7,0.76,33
Aurobindo Pharma Ltd,Dec 2024,Pharma,Bear,-7.22,-1.42,25.6,2.58,19.2,0.24,10.1,12.9,20.0,0.35,1.65,13.37,8.41,5.51,1.05,96652.0,14.56,-8.89,-0.46,31
Aurobindo Pharma Ltd,Dec 2025,Pharma,Bull,8.93,-4.95,25.6,2.58,19.2,0.24,10.1,12.9,21.0,0.35,1.65,19.06,8.41,5.51,1.05,96652.0,15.67,7.62,-0.38,26
Aurobindo Pharma Ltd,Jun 2023,Pharma,Bull,39.78,2.52,25.6,2.58,19.2,0.24,10.1,12.9,17.0,0.35,1.65,20.16,8.41,5.51,1.05,96652.0,9.74,-37.84,-0.13,29
Aurobindo Pharma Ltd,Jun 2024,Pharma,Bull,8.47,4.29,25.6,2.58,19.2,0.24,10.1,12.9,21.0,0.35,1.65,14.58,2.92,-2.34,1.05,96652.0,15.69,61.09,0.91,31
Aurobindo Pharma Ltd,Jun 2025,Pharma,Bull,0.06,0.47,25.6,2.58,19.2,0.24,10.1,12.9,20.0,0.35,1.65,16.36,-1.39,-2.6,1.05,96652.0,14.2,-9.5,0.86,31
Aurobindo Pharma Ltd,Jun 2026,Pharma,Bull,17.63,1.11,25.6,2.58,19.2,0.24,10.1,12.9,21.0,0.35,1.65,18.43,5.83,13.41,1.05,96652.0,17.95,26.41,0.92,31
Aurobindo Pharma Ltd,Mar 2024,Pharma,Bull,0.94,8.68,25.6,2.58,19.2,0.24,10.1,12.9,22.0,0.35,1.65,18.65,10.64,59.12,1.05,96652.0,15.51,-13.59,0.86,31
Aurobindo Pharma Ltd,Mar 2025,Pharma,Bear,-14.24,-5.48,25.6,2.58,19.2,0.24,10.1,12.9,21.0,0.35,1.65,15.3,10.77,-1.63,1.05,96652.0,15.56,0.32,0.86,26
Aurobindo Pharma Ltd,Mar 2026,Pharma,Bear,9.34,-2.58,25.6,2.58,19.2,0.24,10.1,12.9,20.0,0.35,1.65,17.86,12.52,11.77,1.05,96652.0,15.86,1.93,0.25,25
Aurobindo Pharma Ltd,Sep 2023,Pharma,Bull,28.35,6.47,25.6,2.58,19.2,0.24,10.1,12.9,19.0,0.35,1.65,20.19,-21.1,-27.13,1.05,96652.0,12.92,-18.54,0.54,29
Aurobindo Pharma Ltd,Sep 2024,Pharma,Bull,20.54,-2.19,25.6,2.58,19.2,0.24,10.1,12.9,20.0,0.35,1.65,13.86,2.85,-9.92,1.05,96652.0,14.07,8.9,0.64,33
Aurobindo Pharma Ltd,Sep 2025,Pharma,Bear,-3.93,-4.09,25.6,2.58,19.2,0.24,10.1,12.9,20.0,0.35,1.65,17.66,-1.15,-6.09,1.05,96652.0,14.61,3.84,0.69,33
AWL Agri Business Ltd,Dec 2023,Other,Bull,6.45,7.57,20.5,2.3,15.38,0.54,10.7,18.3,3.9,0.35,1.65,2.7,4.82,1.82,1.05,24047.0,1.55,8.7,0.77,32
AWL Agri Business Ltd,Dec 2024,Other,Bear,-11.76,2.11,20.5,2.3,15.38,0.54,10.7,18.3,4.7,0.35,1.65,3.88,4.82,1.82,1.05,24047.0,3.16,103.87,0.36,27
AWL Agri Business Ltd,Dec 2025,Other,Bull,-9.79,4.08,20.5,2.3,15.38,0.54,10.7,18.3,3.0,0.35,1.65,2.99,4.82,1.82,1.05,24047.0,2.07,-34.49,-0.56,25
AWL Agri Business Ltd,Jun 2023,Other,Bull,3.6,-4.71,20.5,2.3,15.38,0.54,10.7,18.3,1.0,0.35,1.65,0.76,4.82,1.82,1.05,24047.0,-0.61,-100.0,0.03,26
AWL Agri Business Ltd,Jun 2024,Other,Bull,-2.38,-0.8,20.5,2.3,15.38,0.54,10.7,18.3,4.4,0.35,1.65,3.77,10.34,55.72,1.05,24047.0,2.41,150.0,0.86,32
AWL Agri Business Ltd,Jun 2025,Other,Bull,-2.09,3.64,20.5,2.3,15.38,0.54,10.7,18.3,2.1,0.35,1.65,2.3,1.31,-42.09,1.05,24047.0,1.82,-24.48,-0.27,23
AWL Agri Business Ltd,Jun 2026,Other,Bull,1.06,1.52,20.5,2.3,15.38,0.54,10.7,18.3,3.5,0.35,1.65,3.73,7.77,30.48,1.05,24047.0,2.7,48.35,0.71,31
AWL Agri Business Ltd,Mar 2024,Other,Bull,-12.43,2.87,20.5,2.3,15.38,0.54,10.7,18.3,2.7,0.35,1.65,2.09,2.28,-298.73,1.05,24047.0,1.21,-55.19,0.32,32
AWL Agri Business Ltd,Mar 2025,Other,Bear,-21.41,-0.3,20.5,2.3,15.38,0.54,10.7,18.3,2.5,0.35,1.65,2.52,28.8,-38.98,1.05,24047.0,1.46,20.66,0.57,30
AWL Agri Business Ltd,Mar 2026,Other,Bear,-25.76,-4.46,20.5,2.3,15.38,0.54,10.7,18.3,2.4,0.35,1.65,3.01,25.83,23.11,1.05,24047.0,2.25,54.11,0.84,32
AWL Agri Business Ltd,Sep 2023,Other,Bull,-16.95,24.52,20.5,2.3,15.38,0.54,10.7,18.3,1.2,0.35,1.65,0.65,-38.81,-137.32,1.05,24047.0,-1.01,-100.0,-0.57,32
AWL Agri Business Ltd,Sep 2024,Other,Bull,4.72,-5.87,20.5,2.3,15.38,0.54,10.7,18.3,4.3,0.35,1.65,3.47,9.35,98.09,1.05,24047.0,2.39,150.0,0.9,23
AWL Agri Business Ltd,Sep 2025,Other,Bear,1.22,-10.4,20.5,2.3,15.38,0.54,10.7,18.3,3.9,0.35,1.65,3.64,-3.43,28.27,1.05,24047.0,1.88,-21.34,0.88,32
Balkrishna Industries Ltd,Dec 2023,Manufacturing,Bull,2.16,-2.63,29.8,3.82,22.35,0.74,9.66,11.2,24.0,0.35,1.65,15.03,4.53,4.31,1.05,41845.0,15.8,8.7,0.03,26
Balkrishna Industries Ltd,Dec 2024,Manufacturing,Bear,-4.83,-2.91,29.8,3.82,22.35,0.74,9.66,11.2,23.0,0.35,1.65,37.56,4.53,4.31,1.05,41845.0,23.25,47.15,0.91,26
Balkrishna Industries Ltd,Dec 2025,Manufacturing,Bull,0.78,-5.3,29.8,3.82,22.35,0.74,9.66,11.2,24.0,0.35,1.65,18.91,4.53,4.31,1.05,41845.0,19.77,-14.97,-0.34,30
Balkrishna Industries Ltd,Jun 2023,Manufacturing,Bull,21.95,5.65,29.8,3.82,22.35,0.74,9.66,11.2,23.0,0.35,1.65,22.77,4.53,4.31,1.05,41845.0,17.17,-13.15,0.1,29
Balkrishna Industries Ltd,Jun 2024,Manufacturing,Bull,41.33,9.94,29.8,3.82,22.35,0.74,9.66,11.2,24.0,0.35,1.65,30.18,19.35,60.66,1.05,41845.0,25.35,47.64,0.82,27
Balkrishna Industries Ltd,Jun 2025,Manufacturing,Bull,-3.1,-1.96,29.8,3.82,22.35,0.74,9.66,11.2,18.0,0.35,1.65,16.32,7.81,-35.86,1.05,41845.0,14.91,-41.18,-0.7,24
Balkrishna Industries Ltd,Jun 2026,Manufacturing,Bull,2.48,-2.79,29.8,3.82,22.35,0.74,9.66,11.2,22.0,0.35,1.65,20.11,26.23,18.06,1.05,41845.0,23.32,56.41,0.62,32
Balkrishna Industries Ltd,Mar 2024,Manufacturing,Bull,-9.9,28.77,29.8,3.82,22.35,0.74,9.66,11.2,25.0,0.35,1.65,21.97,24.22,46.69,1.05,41845.0,25.18,7.98,0.36,27
Balkrishna Industries Ltd,Mar 2025,Manufacturing,Bear,-10.96,-8.71,29.8,3.82,22.35,0.74,9.66,11.2,22.0,0.35,1.65,12.28,1.4,-24.69,1.05,41845.0,19.06,-24.31,-0.49,29
Balkrishna Industries Ltd,Mar 2026,Manufacturing,Bear,-9.92,-6.29,29.8,3.82,22.35,0.74,9.66,11.2,22.0,0.35,1.65,17.78,6.27,3.82,1.05,41845.0,15.49,-18.73,-0.7,29
Balkrishna Industries Ltd,Sep 2023,Manufacturing,Bull,9.28,-2.41,29.8,3.82,22.35,0.74,9.66,11.2,24.0,0.35,1.65,22.21,-34.79,-23.06,1.05,41845.0,17.97,16.01,0.8,25
Balkrishna Industries Ltd,Sep 2024,Manufacturing,Bull,-4.15,3.94,29.8,3.82,22.35,0.74,9.66,11.2,24.0,0.35,1.65,14.15,-9.77,-28.75,1.05,41845.0,17.95,-0.11,-0.46,30
Balkrishna Industries Ltd,Sep 2025,Manufacturing,Bear,-7.07,0.8,29.8,3.82,22.35,0.74,9.66,11.2,21.0,0.35,1.65,15.48,-13.05,-26.02,1.05,41845.0,14.13,-21.28,-0.46,29
Balrampur Chini Mills Ltd,Dec 2023,Other,Bull,-4.11,5.42,39.4,3.37,29.55,0.51,9.54,9.28,9.0,0.35,1.65,14.12,4.82,1.82,1.05,14630.0,4.53,8.7,0.48,25
Balrampur Chini Mills Ltd,Dec 2024,Other,Bear,-21.7,-3.71,39.4,3.37,29.55,0.51,9.54,9.28,10.0,0.35,1.65,17.71,4.82,1.82,1.05,14630.0,3.49,-22.96,-0.7,22
Balrampur Chini Mills Ltd,Dec 2025,Other,Bull,-2.01,7.65,39.4,3.37,29.55,0.51,9.54,9.28,14.0,0.35,1.65,50.5,4.82,1.82,1.05,14630.0,5.62,61.03,0.79,26
Balrampur Chini Mills Ltd,Jun 2023,Other,Bull,-5.41,10.57,39.4,3.37,29.55,0.51,9.54,9.28,12.0,0.35,1.65,4.79,4.82,1.82,1.05,14630.0,3.64,-35.23,-0.57,29
Balrampur Chini Mills Ltd,Jun 2024,Other,Bull,13.86,6.65,39.4,3.37,29.55,0.51,9.54,9.28,12.0,0.35,1.65,4.61,15.61,-23.08,1.05,14630.0,3.48,-4.4,-0.53,21
Balrampur Chini Mills Ltd,Jun 2025,Other,Bull,6.63,-7.56,39.4,3.37,29.55,0.51,9.54,9.28,9.0,0.35,1.65,3.94,29.36,-25.71,1.05,14630.0,2.55,-26.72,-0.53,27
Balrampur Chini Mills Ltd,Jun 2026,Other,Bull,12.12,-0.14,39.4,3.37,29.55,0.51,9.54,9.28,7.0,0.35,1.65,3.56,12.59,-61.06,1.05,14630.0,2.09,-18.04,0.2,30
Balrampur Chini Mills Ltd,Mar 2024,Other,Bull,-12.68,14.04,39.4,3.37,29.55,0.51,9.54,9.28,24.0,0.35,1.65,13.8,3.17,174.32,1.05,14630.0,10.08,150.0,0.62,22
Balrampur Chini Mills Ltd,Mar 2025,Other,Bear,0.41,8.79,39.4,3.37,29.55,0.51,9.54,9.28,24.0,0.35,1.65,12.17,5.77,227.14,1.05,14630.0,11.35,12.6,0.84,27
Balrampur Chini Mills Ltd,Mar 2026,Other,Bear,13.42,0.06,39.4,3.37,29.55,0.51,9.54,9.28,18.0,0.35,1.65,10.96,4.02,207.69,1.05,14630.0,7.9,-30.4,0.92,20
Balrampur Chini Mills Ltd,Sep 2023,Other,Bull,13.72,-11.32,39.4,3.37,29.55,0.51,9.54,9.28,11.0,0.35,1.65,9.71,-5.99,277.27,1.05,14630.0,8.24,4.3,0.75,30
Balrampur Chini Mills Ltd,Sep 2024,Other,Bull,49.45,12.09,39.4,3.37,29.55,0.51,9.54,9.28,3.8,0.35,1.65,2.45,-9.48,-67.0,1.05,14630.0,3.33,-59.59,-0.2,22
Balrampur Chini Mills Ltd,Sep 2025,Other,Bear,-22.24,-5.27,39.4,3.37,29.55,0.51,9.54,9.28,7.0,0.35,1.65,8.57,11.1,-76.42,1.05,14630.0,2.67,-19.82,0.03,27
Bank of India,Dec 2023,Banking,Bull,-0.18,-4.67,5.61,0.7,4.21,3.32,12.4,5.93,44.0,0.45,1.65,14.93,8.74,9.96,1.05,63737.0,4.24,8.7,0.79,32
Bank of India,Dec 2024,Banking,Bear,-8.11,-6.05,5.61,0.7,4.21,3.32,12.4,5.93,44.0,0.45,1.65,14.93,8.74,9.96,1.05,63737.0,5.79,36.56,0.89,24
Bank of India,Dec 2025,Banking,Bull,15.42,-4.27,5.61,0.7,4.21,3.32,12.4,5.93,44.0,0.45,1.65,14.93,8.74,9.96,1.05,63737.0,6.18,6.74,0.57,26
Bank of India,Jun 2023,Banking,Bull,-0.44,19.77,5.61,0.7,4.21,3.32,12.4,5.93,44.0,0.45,1.65,14.93,8.74,9.96,1.05,63737.0,3.81,-38.35,-0.4,25
Bank of India,Jun 2024,Banking,Bull,-12.49,-3.15,5.61,0.7,4.21,3.32,12.4,5.93,44.0,0.45,1.65,14.93,8.74,-2.12,1.05,63737.0,4.15,8.92,0.78,25
Bank of India,Jun 2025,Banking,Bull,11.4,2.16,5.61,0.7,4.21,3.32,12.4,5.93,44.0,0.45,1.65,14.93,8.74,-30.59,1.05,63737.0,4.02,-3.13,-0.4,34
Bank of India,Jun 2026,Banking,Bull,2.32,0.17,5.61,0.7,4.21,3.32,12.4,5.93,44.0,0.45,1.65,14.93,8.74,17.41,1.05,63737.0,7.25,80.35,0.81,27
Bank of India,Mar 2024,Banking,Bull,21.23,0.93,5.61,0.7,4.21,3.32,12.4,5.93,44.0,0.45,1.65,14.93,8.74,0.77,1.05,63737.0,3.46,-52.28,-0.53,34
Bank of India,Mar 2025,Banking,Bear,4.36,6.26,5.61,0.7,4.21,3.32,12.4,5.93,44.0,0.45,1.65,14.93,8.74,37.67,1.05,63737.0,5.72,65.32,0.86,33
Bank of India,Mar 2026,Banking,Bear,-6.8,5.75,5.61,0.7,4.21,3.32,12.4,5.93,44.0,0.45,1.65,14.93,8.74,68.71,1.05,63737.0,6.78,18.53,0.57,28
Bank of India,Sep 2023,Banking,Bull,41.53,4.21,5.61,0.7,4.21,3.32,12.4,5.93,44.0,0.45,1.65,14.93,8.74,-54.63,1.05,63737.0,3.65,-46.17,-0.13,33
Bank of India,Sep 2024,Banking,Bull,-8.6,9.68,5.61,0.7,4.21,3.32,12.4,5.93,44.0,0.45,1.65,14.93,8.74,53.88,1.05,63737.0,5.32,45.75,0.34,30
Bank of India,Sep 2025,Banking,Bear,1.92,-3.79,5.61,0.7,4.21,3.32,12.4,5.93,44.0,0.45,1.65,14.93,8.74,-1.0,1.05,63737.0,5.66,6.39,0.15,31
Bata India Ltd,Dec 2023,Manufacturing,Bull,2.03,-3.85,48.0,5.23,36.0,3.85,10.6,12.7,20.0,0.35,1.65,6.28,4.53,4.31,1.05,8337.0,4.51,8.7,0.8,23
Bata India Ltd,Dec 2024,Manufacturing,Bear,-3.67,-1.4,48.0,5.23,36.0,3.85,10.6,12.7,22.0,0.35,1.65,6.45,4.53,4.31,1.05,8337.0,4.57,1.33,0.57,21
Bata India Ltd,Dec 2025,Manufacturing,Bull,-20.63,-6.97,48.0,5.23,36.0,3.85,10.6,12.7,22.0,0.35,1.65,6.62,4.53,4.31,1.05,8337.0,5.14,12.47,0.46,20
Bata India Ltd,Jun 2023,Manufacturing,Bull,17.05,0.78,48.0,5.23,36.0,3.85,10.6,12.7,25.0,0.35,1.65,8.57,4.53,4.31,1.05,8337.0,8.32,61.87,0.93,25
Bata India Ltd,Jun 2024,Manufacturing,Bull,10.56,1.18,48.0,5.23,36.0,3.85,10.6,12.7,20.0,0.35,1.65,5.97,4.65,200.0,1.05,8337.0,13.54,62.74,0.87,27
Bata India Ltd,Jun 2025,Manufacturing,Bull,-0.84,12.4,48.0,5.23,36.0,3.85,10.6,12.7,21.0,0.35,1.65,5.69,2.5,-11.86,1.05,8337.0,4.05,-70.09,-0.44,25
Bata India Ltd,Jun 2026,Manufacturing,Bull,8.9,-7.04,48.0,5.23,36.0,3.85,10.6,12.7,21.0,0.35,1.65,6.18,3.6,-3.03,1.05,8337.0,4.98,22.96,0.25,24
Bata India Ltd,Mar 2024,Manufacturing,Bull,-16.9,9.39,48.0,5.23,36.0,3.85,10.6,12.7,23.0,0.35,1.65,5.87,-16.7,-40.19,1.05,8337.0,4.95,-0.6,-0.7,27
Bata India Ltd,Mar 2025,Manufacturing,Bear,-12.68,-1.77,48.0,5.23,36.0,3.85,10.6,12.7,23.0,0.35,1.65,5.09,-16.61,-73.56,1.05,8337.0,3.57,-27.88,-0.03,20
Bata India Ltd,Mar 2026,Manufacturing,Bear,-35.83,-3.6,48.0,5.23,36.0,3.85,10.6,12.7,18.0,0.35,1.65,4.44,-12.1,-96.15,1.05,8337.0,0.17,-95.24,-0.76,19
Bata India Ltd,Sep 2023,Manufacturing,Bull,-1.67,3.38,48.0,5.23,36.0,3.85,10.6,12.7,22.0,0.35,1.65,6.5,-16.34,-46.88,1.05,8337.0,2.64,150.0,0.77,26
Bata India Ltd,Sep 2024,Manufacturing,Bull,-2.34,11.1,48.0,5.23,36.0,3.85,10.6,12.7,21.0,0.35,1.65,5.44,4.89,-18.75,1.05,8337.0,4.04,53.03,0.7,27
Bata India Ltd,Sep 2025,Manufacturing,Bear,-4.72,-5.45,48.0,5.23,36.0,3.85,10.6,12.7,18.0,0.35,1.65,4.26,1.65,-69.57,1.05,8337.0,1.08,-73.27,-0.57,23
Bayer CropScience Ltd,Dec 2005,Chemicals,Bull,2.2,1.0,363.0,36.79,272.25,3.77,15.8,20.1,13.0,0.35,1.65,14.5,4.4,0.0,1.05,17860.0,1.97,8.7,-0.15,31
Bayer CropScience Ltd,Dec 2006,Chemicals,Bull,-5.15,-2.35,363.0,36.79,272.25,3.77,15.8,20.1,7.0,0.35,1.65,6.0,4.4,0.0,1.05,17860.0,4.37,121.83,0.91,27
The Bombay Burmah Trading Corporation Ltd,Dec 2023,Other,Bull,27.27,-6.31,8.02,1.41,6.02,1.19,18.7,33.0,18.0,0.35,1.65,15.08,4.82,1.82,1.05,9932.0,65.46,8.7,0.75,22
The Bombay Burmah Trading Corporation Ltd,Dec 2024,Other,Bear,-26.49,-7.15,8.02,1.41,6.02,1.19,18.7,33.0,19.0,0.35,1.65,17.12,4.82,1.82,1.05,9932.0,48.58,-25.79,-0.4,20
The Bombay Burmah Trading Corporation Ltd,Dec 2025,Other,Bull,4.79,-12.62,8.02,1.41,6.02,1.19,18.7,33.0,19.0,0.35,1.65,24.18,4.82,1.82,1.05,9932.0,45.34,-6.67,0.67,30
The Bombay Burmah Trading Corporation Ltd,Jun 2023,Other,Bull,22.2,27.25,8.02,1.41,6.02,1.19,18.7,33.0,8.0,0.35,1.65,2.67,4.82,1.82,1.05,9932.0,-22.38,-100.0,-0.53,23
The Bombay Burmah Trading Corporation Ltd,Jun 2024,Other,Bull,25.9,17.81,8.02,1.41,6.02,1.19,18.7,33.0,17.0,0.35,1.65,23.74,-0.09,-35.43,1.05,9932.0,31.86,150.0,-0.05,28
The Bombay Burmah Trading Corporation Ltd,Jun 2025,Other,Bull,13.57,1.28,8.02,1.41,6.02,1.19,18.7,33.0,15.0,0.35,1.65,21.29,0.58,-20.57,1.05,9932.0,34.5,8.29,-0.4,28
The Bombay Burmah Trading Corporation Ltd,Jun 2026,Other,Bull,9.31,6.81,8.02,1.41,6.02,1.19,18.7,33.0,16.0,0.35,1.65,30.15,0.45,-10.99,1.05,9932.0,41.3,19.71,0.36,29
The Bombay Burmah Trading Corporation Ltd,Mar 2024,Other,Bull,3.36,6.4,8.02,1.41,6.02,1.19,18.7,33.0,18.0,0.35,1.65,26.31,1.84,707.35,1.05,9932.0,40.73,-1.38,0.62,22
The Bombay Burmah Trading Corporation Ltd,Mar 2025,Other,Bear,-20.89,6.89,8.02,1.41,6.02,1.19,18.7,33.0,18.0,0.35,1.65,20.56,4.29,23.94,1.05,9932.0,44.24,8.62,0.82,21
The Bombay Burmah Trading Corporation Ltd,Mar 2026,Other,Bear,-28.53,-0.26,8.02,1.41,6.02,1.19,18.7,33.0,17.0,0.35,1.65,34.46,2.25,56.83,1.05,9932.0,63.63,43.83,0.62,21
The Bombay Burmah Trading Corporation Ltd,Sep 2023,Other,Bull,25.64,-4.16,8.02,1.41,6.02,1.19,18.7,33.0,17.0,0.35,1.65,5.08,-11.1,-29.33,1.05,9932.0,17.49,-72.51,0.62,26
The Bombay Burmah Trading Corporation Ltd,Sep 2024,Other,Bull,37.72,-8.66,8.02,1.41,6.02,1.19,18.7,33.0,15.0,0.35,1.65,19.57,14.39,-6.01,1.05,9932.0,36.22,107.09,0.8,24
The Bombay Burmah Trading Corporation Ltd,Sep 2025,Other,Bear,-11.55,1.39,8.02,1.41,6.02,1.19,18.7,33.0,19.0,0.35,1.65,22.83,9.38,-3.25,1.05,9932.0,34.64,-4.36,-0.36,30
Belrise Industries Ltd,Dec 2024,Manufacturing,Bear,-5.44,2.31,43.2,3.88,32.4,0.24,12.6,14.5,12.0,0.35,1.65,3.4,4.53,4.31,1.05,22051.0,1.55,8.7,0.08,32
Belrise Industries Ltd,Dec 2025,Manufacturing,Bull,16.49,4.99,43.2,3.88,32.4,0.24,12.6,14.5,12.0,0.35,1.65,5.74,4.53,4.31,1.05,22051.0,1.37,-11.61,0.46,28
Belrise Industries Ltd,Jun 2024,Manufacturing,Bull,5.24,1.1,43.2,3.88,32.4,0.24,12.6,14.5,13.0,0.35,1.65,3.12,4.53,4.31,1.05,22051.0,1.1,-19.71,-0.76,26
Belrise Industries Ltd,Jun 2025,Manufacturing,Bull,7.96,3.72,43.2,3.88,32.4,0.24,12.6,14.5,12.0,0.35,1.65,3.51,4.53,4.31,1.05,22051.0,1.26,14.55,0.44,27
Belrise Industries Ltd,Jun 2026,Manufacturing,Bull,26.0,-2.63,43.2,3.88,32.4,0.24,12.6,14.5,12.0,0.35,1.65,6.37,17.49,20.79,1.05,22051.0,1.37,8.73,0.34,22
Belrise Industries Ltd,Mar 2024,Manufacturing,Bull,-15.68,-15.09,43.2,3.88,32.4,0.24,12.6,14.5,12.0,0.35,1.65,2.59,-34.81,-86.89,1.05,22051.0,0.25,-81.75,0.05,28
Belrise Industries Ltd,Mar 2025,Manufacturing,Bear,11.48,4.65,43.2,3.88,32.4,0.24,12.6,14.5,12.0,0.35,1.65,4.31,27.68,52.78,1.05,22051.0,1.69,150.0,0.88,29
Belrise Industries Ltd,Mar 2026,Manufacturing,Bear,1.04,8.96,43.2,3.88,32.4,0.24,12.6,14.5,11.0,0.35,1.65,6.3,12.86,16.07,1.05,22051.0,1.46,-13.61,-0.34,24
Belrise Industries Ltd,Sep 2024,Manufacturing,Bull,-2.04,-5.29,43.2,3.88,32.4,0.24,12.6,14.5,12.0,0.35,1.65,2.73,-18.74,-40.16,1.05,22051.0,1.13,-22.6,0.6,28
Belrise Industries Ltd,Sep 2025,Manufacturing,Bear,51.42,-0.05,43.2,3.88,32.4,0.24,12.6,14.5,13.0,0.35,1.65,5.29,54.26,724.9,1.05,22051.0,1.49,31.86,0.91,31
BEML Ltd,Dec 2023,Manufacturing,Bull,22.43,-11.51,94.4,5.75,70.8,0.85,4.78,7.66,5.0,0.35,1.65,7.0,4.53,4.31,1.05,16853.0,5.79,8.7,0.48,29
BEML Ltd,Dec 2024,Manufacturing,Bear,10.77,-9.68,94.4,5.75,70.8,0.85,4.78,7.66,7.0,0.35,1.65,3.53,4.53,4.31,1.05,16853.0,2.93,-49.4,0.62,22
BEML Ltd,Dec 2025,Manufacturing,Bull,-13.87,-6.46,94.4,5.75,70.8,0.85,4.78,7.66,0.3,0.35,1.65,0.33,4.53,4.31,1.05,16853.0,-2.69,-100.0,-0.4,27
BEML Ltd,Jun 2023,Manufacturing,Bull,28.45,23.34,94.4,5.75,70.8,0.85,4.78,7.66,-9.0,0.35,1.65,-5.1,4.53,4.31,1.05,16853.0,-9.0,-100.0,-0.46,29
BEML Ltd,Jun 2024,Manufacturing,Bull,37.14,5.59,94.4,5.75,70.8,0.85,4.78,7.66,-8.0,0.35,1.65,-5.56,-39.45,-245.83,1.05,16853.0,-8.46,6.0,-0.57,22
BEML Ltd,Jun 2025,Manufacturing,Bull,41.24,7.94,94.4,5.75,70.8,0.85,4.78,7.66,-8.0,0.35,1.65,-4.9,-27.63,-366.67,1.05,16853.0,-7.7,8.98,-0.62,31
BEML Ltd,Jun 2026,Manufacturing,Bull,19.36,4.0,94.4,5.75,70.8,0.85,4.78,7.66,0.2,0.35,1.65,0.14,-24.28,22.73,1.05,16853.0,-3.24,57.92,0.88,29
BEML Ltd,Mar 2024,Manufacturing,Bull,12.11,24.84,94.4,5.75,70.8,0.85,4.78,7.66,24.0,0.35,1.65,33.64,123.91,-442.67,1.05,16853.0,30.83,150.0,0.82,31
BEML Ltd,Mar 2025,Manufacturing,Bear,-21.73,26.81,94.4,5.75,70.8,0.85,4.78,7.66,26.0,0.35,1.65,32.46,123.91,-511.43,1.05,16853.0,34.52,11.97,-0.49,24
