Company Name,Quarter,Sector,Market Regime (Bull / Bear),Quarterly Stock Return (%),30-Day Post-Earnings Return (%),Stock P/E,P/B Ratio,EV/EBITDA,Dividend Yield (%),ROE (%),ROCE (%),OPM (%),Debt-to-Equity Ratio,Current Ratio,Interest Coverage Ratio,Sales Growth YoY (%),Net Profit Growth YoY (%),Beta (trailing),Market Cap (Cr),Actual EPS (Quarterly),Earnings Surprise Score (%),News Sentiment Score (-1 to +1),News Volume (articles per quarter)
Aditya Birla Real Estate Ltd,Sep 2023,Other,Bull,29.65,-1.13,35.9,3.87,26.92,0.2,-2.64,-4.48,6.0,0.35,1.65,4.9,123.91,-5.71,1.05,14315.0,-2.73,-100.0,0.13,23
Aditya Birla Real Estate Ltd,Sep 2024,Other,Bull,24.03,8.04,35.9,3.87,26.92,0.2,-2.64,-4.48,10.0,0.35,1.65,1.8,-55.39,-85.71,1.05,14315.0,0.23,108.42,-0.05,28
Aditya Birla Real Estate Ltd,Sep 2025,Other,Bear,-29.86,-1.79,35.9,3.87,26.92,0.2,-2.64,-4.48,-75.0,0.35,1.65,-4.11,-55.39,-86.67,1.05,14315.0,-1.41,-100.0,-0.2,28
Aditya Birla Sun Life AMC Ltd,Dec 2023,Banking,Bull,7.15,-10.02,31.8,7.93,23.85,2.3,25.2,32.2,57.0,0.45,1.65,194.0,8.74,9.96,1.05,32116.0,7.27,8.7,0.8,31
Aditya Birla Sun Life AMC Ltd,Dec 2024,Banking,Bear,11.58,0.85,31.8,7.93,23.85,2.3,25.2,32.2,62.0,0.45,1.65,137.0,8.74,9.96,1.05,32116.0,7.78,7.02,0.57,22
Aditya Birla Sun Life AMC Ltd,Dec 2025,Banking,Bull,0.69,-8.47,31.8,7.93,23.85,2.3,25.2,32.2,61.0,0.45,1.65,268.88,8.74,9.96,1.05,32116.0,9.33,19.92,0.86,26
Aditya Birla Sun Life AMC Ltd,Jun 2023,Banking,Bull,14.03,6.69,31.8,7.93,23.85,2.3,25.2,32.2,55.0,0.45,1.65,170.0,8.74,9.96,1.05,32116.0,6.41,-31.3,-0.18,22
Aditya Birla Sun Life AMC Ltd,Jun 2024,Banking,Bull,36.49,5.64,31.8,7.93,23.85,2.3,25.2,32.2,57.0,0.45,1.65,220.0,13.49,12.92,1.05,32116.0,8.18,27.61,0.87,29
Aditya Birla Sun Life AMC Ltd,Jun 2025,Banking,Bull,24.7,-1.57,31.8,7.93,23.85,2.3,25.2,32.2,59.0,0.45,1.65,266.0,0.45,23.66,1.05,32116.0,9.6,17.36,0.62,27
Aditya Birla Sun Life AMC Ltd,Jun 2026,Banking,Bull,28.1,2.84,31.8,7.93,23.85,2.3,25.2,32.2,56.0,0.45,1.65,258.0,-3.14,14.44,1.05,32116.0,10.7,11.46,0.46,28
Aditya Birla Sun Life AMC Ltd,Mar 2024,Banking,Bull,-4.1,28.13,31.8,7.93,23.85,2.3,25.2,32.2,56.0,0.45,1.65,102.5,17.68,12.43,1.05,32116.0,7.23,-32.43,-0.34,32
Aditya Birla Sun Life AMC Ltd,Mar 2025,Banking,Bear,-23.86,12.67,31.8,7.93,23.85,2.3,25.2,32.2,57.0,0.45,1.65,244.0,10.85,-3.39,1.05,32116.0,7.91,9.41,0.77,32
Aditya Birla Sun Life AMC Ltd,Mar 2026,Banking,Bear,4.14,6.87,31.8,7.93,23.85,2.3,25.2,32.2,58.0,0.45,1.65,266.0,2.46,-32.49,1.05,32116.0,6.48,-18.08,0.0,25
Aditya Birla Sun Life AMC Ltd,Sep 2023,Banking,Bull,16.35,1.53,31.8,7.93,23.85,2.3,25.2,32.2,57.0,0.45,1.65,96.0,-27.65,-42.39,1.05,32116.0,6.18,-4.63,-0.13,28
Aditya Birla Sun Life AMC Ltd,Sep 2024,Banking,Bull,15.16,3.12,31.8,7.93,23.85,2.3,25.2,32.2,59.0,0.45,1.65,250.0,15.85,16.35,1.05,32116.0,8.41,36.08,0.93,28
Aditya Birla Sun Life AMC Ltd,Sep 2025,Banking,Bear,2.86,0.01,31.8,7.93,23.85,2.3,25.2,32.2,61.0,0.45,1.65,268.88,7.46,5.7,1.05,32116.0,8.36,-0.59,0.78,22
ACC Ltd,Dec 2023,Manufacturing,Bull,8.67,-6.57,12.3,1.14,9.22,0.6,10.9,11.2,18.0,0.35,1.65,26.62,4.53,4.31,1.05,23408.0,28.63,8.7,0.2,30
ACC Ltd,Dec 2024,Manufacturing,Bear,-18.26,-5.11,12.3,1.14,9.22,0.6,10.9,11.2,19.0,0.35,1.65,39.86,4.53,4.31,1.05,23408.0,58.14,103.07,0.64,29
ACC Ltd,Dec 2025,Manufacturing,Bull,-4.94,-1.49,12.3,1.14,9.22,0.6,10.9,11.2,11.0,0.35,1.65,26.92,4.53,4.31,1.05,23408.0,21.52,-62.99,-0.08,25
ACC Ltd,Jun 2023,Manufacturing,Bull,6.13,7.72,12.3,1.14,9.22,0.6,10.9,11.2,15.0,0.35,1.65,30.84,4.53,4.31,1.05,23408.0,24.82,15.33,0.86,27
ACC Ltd,Jun 2024,Manufacturing,Bull,3.22,7.68,12.3,1.14,9.22,0.6,10.9,11.2,13.0,0.35,1.65,20.58,5.8,-33.09,1.05,23408.0,19.15,-22.84,-0.03,31
ACC Ltd,Jun 2025,Manufacturing,Bull,-1.4,0.37,12.3,1.14,9.22,0.6,10.9,11.2,13.0,0.35,1.65,25.93,1.93,-65.66,1.05,23408.0,19.99,4.39,0.32,27
ACC Ltd,Jun 2026,Manufacturing,Bull,0.53,-0.77,12.3,1.14,9.22,0.6,10.9,11.2,8.0,0.35,1.65,16.93,-10.41,-63.61,1.05,23408.0,7.83,-60.83,-0.08,30
ACC Ltd,Mar 2024,Manufacturing,Bull,11.07,7.24,12.3,1.14,9.22,0.6,10.9,11.2,15.0,0.35,1.65,12.49,4.0,102.36,1.05,23408.0,50.23,150.0,0.79,23
ACC Ltd,Mar 2025,Manufacturing,Bear,-5.39,-1.59,12.3,1.14,9.22,0.6,10.9,11.2,14.0,0.35,1.65,59.29,17.62,108.61,1.05,23408.0,39.99,-20.39,0.81,28
ACC Ltd,Mar 2026,Manufacturing,Bear,-27.91,-1.36,12.3,1.14,9.22,0.6,10.9,11.2,9.0,0.35,1.65,23.19,17.4,-36.53,1.05,23408.0,12.69,-68.27,-0.03,24
ACC Ltd,Sep 2023,Manufacturing,Bull,10.82,20.48,12.3,1.14,9.22,0.6,10.9,11.2,12.0,0.35,1.65,18.93,-23.64,163.95,1.05,23408.0,20.65,62.73,0.93,29
ACC Ltd,Sep 2024,Manufacturing,Bull,-8.59,2.77,12.3,1.14,9.22,0.6,10.9,11.2,9.0,0.35,1.65,13.21,-14.33,-78.79,1.05,23408.0,10.63,-48.52,0.2,31
ACC Ltd,Sep 2025,Manufacturing,Bear,-5.03,-3.74,12.3,1.14,9.22,0.6,10.9,11.2,14.0,0.35,1.65,29.17,-1.8,49.0,1.05,23408.0,59.6,150.0,0.87,32
Action Construction Equipment Ltd,Dec 2023,Manufacturing,Bull,23.01,0.51,30.8,6.68,23.1,0.18,22.8,31.6,14.0,0.35,1.65,17.17,4.53,4.31,1.05,13444.0,7.41,8.7,0.74,22
Action Construction Equipment Ltd,Dec 2024,Manufacturing,Bear,8.31,7.76,30.8,6.68,23.1,0.18,22.8,31.6,15.0,0.35,1.65,16.88,4.53,4.31,1.05,13444.0,9.38,26.59,0.88,27
Action Construction Equipment Ltd,Dec 2025,Manufacturing,Bull,-11.49,-0.93,30.8,6.68,23.1,0.18,22.8,31.6,15.0,0.35,1.65,26.0,4.53,4.31,1.05,13444.0,9.78,4.26,0.38,25
Action Construction Equipment Ltd,Jun 2023,Manufacturing,Bull,18.84,-9.98,30.8,6.68,23.1,0.18,22.8,31.6,13.0,0.35,1.65,27.33,4.53,4.31,1.05,13444.0,5.67,-42.02,0.46,24
Action Construction Equipment Ltd,Jun 2024,Manufacturing,Bull,-7.44,-0.86,30.8,6.68,23.1,0.18,22.8,31.6,13.0,0.35,1.65,14.14,-2.52,-4.55,1.05,13444.0,7.07,24.69,0.81,21
Action Construction Equipment Ltd,Jun 2025,Manufacturing,Bull,-2.99,17.0,30.8,6.68,23.1,0.18,22.8,31.6,14.0,0.35,1.65,11.62,-25.49,-12.5,1.05,13444.0,8.21,16.12,0.91,21
Action Construction Equipment Ltd,Jun 2026,Manufacturing,Bull,26.19,2.42,30.8,6.68,23.1,0.18,22.8,31.6,15.0,0.35,1.65,23.6,-8.07,2.59,1.05,13444.0,10.03,22.17,0.75,29
Action Construction Equipment Ltd,Mar 2024,Manufacturing,Bull,68.65,6.04,30.8,6.68,23.1,0.18,22.8,31.6,16.0,0.35,1.65,11.82,28.22,44.12,1.05,13444.0,8.27,-17.55,0.87,23
Action Construction Equipment Ltd,Mar 2025,Manufacturing,Bear,-19.04,-1.95,30.8,6.68,23.1,0.18,22.8,31.6,17.0,0.35,1.65,41.0,30.93,41.67,1.05,13444.0,9.96,20.44,0.36,30
Action Construction Equipment Ltd,Mar 2026,Manufacturing,Bear,-20.66,4.82,30.8,6.68,23.1,0.18,22.8,31.6,17.0,0.35,1.65,57.33,57.82,13.27,1.05,13444.0,9.31,-6.53,0.71,28
Action Construction Equipment Ltd,Sep 2023,Manufacturing,Bull,39.56,-1.83,30.8,6.68,23.1,0.18,22.8,31.6,13.0,0.35,1.65,22.25,-14.38,-37.82,1.05,13444.0,6.21,-33.3,0.15,23
Action Construction Equipment Ltd,Sep 2024,Manufacturing,Bull,-4.76,10.62,30.8,6.68,23.1,0.18,22.8,31.6,14.0,0.35,1.65,12.11,-9.45,-3.06,1.05,13444.0,7.96,28.18,0.78,24
Action Construction Equipment Ltd,Sep 2025,Manufacturing,Bear,-10.85,0.88,30.8,6.68,23.1,0.18,22.8,31.6,15.0,0.35,1.65,18.17,-22.58,-24.37,1.05,13444.0,7.56,-5.03,-0.53,28
ACME Solar Holdings Ltd,Dec 2023,Other,Bull,21.16,6.12,47.8,4.81,35.85,0.05,10.4,8.89,84.0,0.35,1.65,1.37,4.82,1.82,1.05,28438.0,4.26,8.7,0.23,30
ACME Solar Holdings Ltd,Dec 2024,Other,Bear,-6.91,-2.93,47.8,4.81,35.85,0.05,10.4,8.89,88.0,0.35,1.65,1.72,4.82,1.82,1.05,28438.0,1.85,-56.57,0.54,30
ACME Solar Holdings Ltd,Dec 2025,Other,Bull,-17.62,10.63,47.8,4.81,35.85,0.05,10.4,8.89,89.0,0.35,1.65,1.54,4.82,1.82,1.05,28438.0,1.88,1.62,0.78,25
ACME Solar Holdings Ltd,Jun 2023,Other,Bull,16.57,10.65,47.8,4.81,35.85,0.05,10.4,8.89,87.0,0.35,1.65,1.71,4.82,1.82,1.05,28438.0,7.88,150.0,0.81,22
ACME Solar Holdings Ltd,Jun 2024,Other,Bull,-2.18,-15.13,47.8,4.81,35.85,0.05,10.4,8.89,88.0,0.35,1.65,1.39,-6.63,-97.73,1.05,28438.0,0.03,-99.62,-0.53,31
ACME Solar Holdings Ltd,Jun 2025,Other,Bull,30.02,12.93,47.8,4.81,35.85,0.05,10.4,8.89,90.0,0.35,1.65,1.97,46.42,16.96,1.05,28438.0,2.16,150.0,0.9,27
ACME Solar Holdings Ltd,Jun 2026,Other,Bull,42.63,7.89,47.8,4.81,35.85,0.05,10.4,8.89,86.0,0.35,1.65,2.13,72.64,106.14,1.05,28438.0,3.33,54.17,0.71,22
ACME Solar Holdings Ltd,Mar 2024,Other,Bull,88.58,93.81,47.8,4.81,35.85,0.05,10.4,8.89,68.0,0.35,1.65,1.14,-20.05,548.78,1.05,28438.0,50.97,150.0,0.9,22
ACME Solar Holdings Ltd,Mar 2025,Other,Bear,-18.19,4.11,47.8,4.81,35.85,0.05,10.4,8.89,90.0,0.35,1.65,2.12,57.1,724.9,1.05,28438.0,2.04,-96.0,0.82,27
ACME Solar Holdings Ltd,Mar 2026,Other,Bear,10.09,21.65,47.8,4.81,35.85,0.05,10.4,8.89,87.0,0.35,1.65,1.42,7.24,5.34,1.05,28438.0,2.3,12.75,0.23,28
ACME Solar Holdings Ltd,Sep 2023,Other,Bull,-18.13,-21.25,47.8,4.81,35.85,0.05,10.4,8.89,90.0,0.35,1.65,1.45,-55.39,-83.4,1.05,28438.0,3.7,60.87,0.87,26
ACME Solar Holdings Ltd,Sep 2024,Other,Bull,-8.94,6.48,47.8,4.81,35.85,0.05,10.4,8.89,85.0,0.35,1.65,1.24,-11.86,-97.18,1.05,28438.0,0.29,-92.16,-0.3,29
ACME Solar Holdings Ltd,Sep 2025,Other,Bear,11.36,-8.58,47.8,4.81,35.85,0.05,10.4,8.89,86.0,0.35,1.65,1.51,-3.9,-5.74,1.05,28438.0,1.9,150.0,0.9,26
Acutaas Chemicals Ltd,Dec 2023,Pharma,Bull,-8.59,-0.79,71.7,16.75,53.78,0.07,24.0,31.6,16.0,0.35,1.65,9.0,8.41,5.51,1.05,27703.0,2.27,8.7,0.48,31
Acutaas Chemicals Ltd,Dec 2024,Pharma,Bear,24.93,-3.01,71.7,16.75,53.78,0.07,24.0,31.6,25.0,0.35,1.65,69.0,8.41,5.51,1.05,27703.0,5.49,141.85,0.84,28
Acutaas Chemicals Ltd,Dec 2025,Pharma,Bull,23.41,-0.3,71.7,16.75,53.78,0.07,24.0,31.6,38.0,0.35,1.65,151.0,8.41,5.51,1.05,27703.0,13.19,140.26,0.74,26
Acutaas Chemicals Ltd,Jun 2023,Pharma,Bull,38.32,-0.97,71.7,16.75,53.78,0.07,24.0,31.6,22.0,0.35,1.65,34.0,8.41,5.51,1.05,27703.0,2.71,-79.45,0.46,25
Acutaas Chemicals Ltd,Jun 2024,Pharma,Bull,16.02,20.21,71.7,16.75,53.78,0.07,24.0,31.6,17.0,0.35,1.65,7.5,6.63,-16.67,1.05,27703.0,1.71,-36.9,-0.57,24
Acutaas Chemicals Ltd,Jun 2025,Pharma,Bull,-9.45,8.39,71.7,16.75,53.78,0.07,24.0,31.6,25.0,0.35,1.65,51.0,-24.73,-2.22,1.05,27703.0,5.41,150.0,0.88,26
Acutaas Chemicals Ltd,Jun 2026,Pharma,Bull,51.2,2.61,71.7,16.75,53.78,0.07,24.0,31.6,34.0,0.35,1.65,113.0,-16.03,-29.25,1.05,27703.0,9.07,67.65,0.8,31
Acutaas Chemicals Ltd,Mar 2024,Pharma,Bull,-4.43,6.36,71.7,16.75,53.78,0.07,24.0,31.6,19.0,0.35,1.65,21.5,46.1,18.18,1.05,27703.0,3.41,-62.4,0.36,22
Acutaas Chemicals Ltd,Mar 2025,Pharma,Bear,17.05,-2.99,71.7,16.75,53.78,0.07,24.0,31.6,28.0,0.35,1.65,85.0,74.01,320.0,1.05,27703.0,7.63,123.75,0.64,25
Acutaas Chemicals Ltd,Mar 2026,Pharma,Bear,46.14,15.17,71.7,16.75,53.78,0.07,24.0,31.6,42.0,0.35,1.65,184.0,109.18,204.55,1.05,27703.0,16.09,110.88,0.8,25
Acutaas Chemicals Ltd,Sep 2023,Pharma,Bull,-3.45,6.19,71.7,16.75,53.78,0.07,24.0,31.6,14.0,0.35,1.65,25.0,-47.88,-122.67,1.05,27703.0,-2.55,-100.0,-0.74,29
Acutaas Chemicals Ltd,Sep 2024,Pharma,Bull,32.45,2.65,71.7,16.75,53.78,0.07,24.0,31.6,20.0,0.35,1.65,11.1,9.78,46.15,1.05,27703.0,4.56,150.0,0.87,32
Acutaas Chemicals Ltd,Sep 2025,Pharma,Bear,17.58,-4.6,71.7,16.75,53.78,0.07,24.0,31.6,31.0,0.35,1.65,95.0,-0.65,14.29,1.05,27703.0,8.82,93.42,0.87,28
Aegis Logistics Ltd,Dec 2023,Other,Bull,6.98,10.15,38.0,7.83,28.5,0.64,16.3,13.3,11.0,0.35,1.65,7.07,4.82,1.82,1.05,47511.0,3.71,8.7,0.88,24
Aegis Logistics Ltd,Dec 2024,Other,Bear,7.26,-10.25,38.0,7.83,28.5,0.64,16.3,13.3,14.0,0.35,1.65,4.57,4.82,1.82,1.05,47511.0,3.54,-4.58,0.53,23
Aegis Logistics Ltd,Dec 2025,Other,Bull,-8.84,8.96,38.0,7.83,28.5,0.64,16.3,13.3,17.0,0.35,1.65,11.42,4.82,1.82,1.05,47511.0,5.04,42.37,0.8,23
Aegis Logistics Ltd,Jun 2023,Other,Bull,-14.29,-5.21,38.0,7.83,28.5,0.64,16.3,13.3,9.0,0.35,1.65,6.53,4.82,1.82,1.05,47511.0,3.3,-34.52,-0.4,25
Aegis Logistics Ltd,Jun 2024,Other,Bull,101.45,6.96,38.0,7.83,28.5,0.64,16.3,13.3,15.0,0.35,1.65,7.48,-14.52,3.95,1.05,47511.0,3.75,13.64,0.75,29
Aegis Logistics Ltd,Jun 2025,Other,Bull,-0.51,1.19,38.0,7.83,28.5,0.64,16.3,13.3,14.0,0.35,1.65,7.27,0.7,9.38,1.05,47511.0,3.74,-0.27,0.71,25
Aegis Logistics Ltd,Jun 2026,Other,Bull,94.56,0.17,38.0,7.83,28.5,0.64,16.3,13.3,30.0,0.35,1.65,14.88,36.64,133.91,1.05,47511.0,13.8,150.0,0.82,32
Aegis Logistics Ltd,Mar 2024,Other,Bull,28.35,37.52,38.0,7.83,28.5,0.64,16.3,13.3,17.0,0.35,1.65,10.59,-12.57,78.2,1.05,47511.0,5.59,-59.49,0.92,30
Aegis Logistics Ltd,Mar 2025,Other,Bear,-1.11,-4.55,38.0,7.83,28.5,0.64,16.3,13.3,24.0,0.35,1.65,7.87,6.5,101.27,1.05,47511.0,8.02,43.47,0.9,25
Aegis Logistics Ltd,Mar 2026,Other,Bear,-16.07,40.09,38.0,7.83,28.5,0.64,16.3,13.3,24.0,0.35,1.65,9.9,50.9,160.0,1.05,47511.0,11.69,45.76,0.74,24
Aegis Logistics Ltd,Sep 2023,Other,Bull,1.28,17.51,38.0,7.83,28.5,0.64,16.3,13.3,17.0,0.35,1.65,7.7,-47.6,-72.48,1.05,47511.0,3.62,-69.03,-0.57,30
Aegis Logistics Ltd,Sep 2024,Other,Bull,-10.66,-7.52,38.0,7.83,28.5,0.64,16.3,13.3,13.0,0.35,1.65,7.47,-4.74,-35.86,1.05,47511.0,3.59,-0.83,0.1,26
Aegis Logistics Ltd,Sep 2025,Other,Bear,3.68,-5.76,38.0,7.83,28.5,0.64,16.3,13.3,13.0,0.35,1.65,12.12,34.55,-23.27,1.05,47511.0,5.12,42.62,0.82,32
Aegis Vopak Terminals Ltd,Dec 2024,Other,Bear,-0.28,1.97,121.0,7.62,90.75,0.07,11.0,7.56,73.0,0.35,1.65,2.38,4.82,1.82,1.05,32697.0,0.38,8.7,0.2,22
Aegis Vopak Terminals Ltd,Dec 2025,Other,Bull,-4.59,-0.96,121.0,7.62,90.75,0.07,11.0,7.56,75.0,0.35,1.65,8.95,4.82,1.82,1.05,32697.0,0.74,94.74,0.36,31
Aegis Vopak Terminals Ltd,Jun 2024,Other,Bull,13.81,4.3,121.0,7.62,90.75,0.07,11.0,7.56,74.0,0.35,1.65,2.38,4.82,1.82,1.05,32697.0,234.36,150.0,0.91,22
Aegis Vopak Terminals Ltd,Jun 2025,Other,Bull,1.39,1.1,121.0,7.62,90.75,0.07,11.0,7.56,75.0,0.35,1.65,5.17,4.82,1.82,1.05,32697.0,0.64,-99.73,0.2,30
Aegis Vopak Terminals Ltd,Jun 2026,Other,Bull,39.8,0.15,121.0,7.62,90.75,0.07,11.0,7.56,77.0,0.35,1.65,4.59,44.44,81.58,1.05,32697.0,0.6,-6.25,0.82,29
Aegis Vopak Terminals Ltd,Mar 2025,Other,Bear,-9.55,-2.6,121.0,7.62,90.75,0.07,11.0,7.56,72.0,0.35,1.65,3.0,-16.74,-28.09,1.05,32697.0,0.59,-1.67,0.13,27
Aegis Vopak Terminals Ltd,Mar 2026,Other,Bear,-35.91,10.18,121.0,7.62,90.75,0.07,11.0,7.56,74.0,0.35,1.65,4.37,57.79,184.62,1.05,32697.0,0.62,5.08,0.82,26
Aegis Vopak Terminals Ltd,Sep 2024,Other,Bull,-7.98,-12.6,121.0,7.62,90.75,0.07,11.0,7.56,74.0,0.35,1.65,2.32,-28.37,-72.15,1.05,32697.0,0.23,-62.9,-0.34,24
Aegis Vopak Terminals Ltd,Sep 2025,Other,Bear,6.74,-6.49,121.0,7.62,90.75,0.07,11.0,7.56,73.0,0.35,1.65,7.61,-19.66,-21.74,1.05,32697.0,0.49,113.04,0.86,26
Afcons Infrastructure Ltd,Dec 2023,Manufacturing,Bull,16.99,7.32,45.6,1.72,34.2,0.79,5.61,13.9,12.0,0.35,1.65,2.9,4.53,4.31,1.05,9334.0,15.24,8.7,0.8,27
Afcons Infrastructure Ltd,Dec 2024,Manufacturing,Bear,14.99,1.36,45.6,1.72,34.2,0.79,5.61,13.9,11.0,0.35,1.65,2.15,4.53,4.31,1.05,9334.0,4.05,-73.43,-0.3,27
Afcons Infrastructure Ltd,Dec 2025,Manufacturing,Bull,-14.84,4.57,45.6,1.72,34.2,0.79,5.61,13.9,14.0,0.35,1.65,2.46,4.53,4.31,1.05,9334.0,2.64,-34.81,-0.56,21
Afcons Infrastructure Ltd,Jun 2023,Manufacturing,Bull,12.87,4.06,45.6,1.72,34.2,0.79,5.61,13.9,10.0,0.35,1.65,2.62,4.53,4.31,1.05,9334.0,12.64,150.0,0.81,19
Afcons Infrastructure Ltd,Jun 2024,Manufacturing,Bull,1.56,0.11,45.6,1.72,34.2,0.79,5.61,13.9,11.0,0.35,1.65,2.4,0.9,-16.36,1.05,9334.0,2.69,-78.72,0.53,22
Afcons Infrastructure Ltd,Jun 2025,Manufacturing,Bull,-6.79,4.95,45.6,1.72,34.2,0.79,5.61,13.9,13.0,0.35,1.65,2.69,4.95,-8.05,1.05,9334.0,3.74,39.03,0.36,24
Afcons Infrastructure Ltd,Jun 2026,Manufacturing,Bull,10.57,5.5,45.6,1.72,34.2,0.79,5.61,13.9,9.0,0.35,1.65,1.45,-10.25,-69.07,1.05,9334.0,0.83,-77.81,0.72,19
Afcons Infrastructure Ltd,Mar 2024,Manufacturing,Bull,18.88,16.06,45.6,1.72,34.2,0.79,5.61,13.9,10.0,0.35,1.65,2.02,14.66,59.34,1.05,9334.0,4.25,150.0,0.78,24
Afcons Infrastructure Ltd,Mar 2025,Manufacturing,Bear,-9.75,-2.54,45.6,1.72,34.2,0.79,5.61,13.9,9.0,0.35,1.65,1.96,2.19,20.65,1.05,9334.0,3.02,-28.94,0.87,23
Afcons Infrastructure Ltd,Mar 2026,Manufacturing,Bear,-30.88,-3.12,45.6,1.72,34.2,0.79,5.61,13.9,1.6,0.35,1.65,0.25,-22.43,-164.96,1.05,9334.0,-2.4,-100.0,0.03,23
Afcons Infrastructure Ltd,Sep 2023,Manufacturing,Bull,40.98,43.17,45.6,1.72,34.2,0.79,5.61,13.9,10.0,0.35,1.65,2.11,24.82,246.67,1.05,9334.0,14.47,150.0,0.93,27
Afcons Infrastructure Ltd,Sep 2024,Manufacturing,Bull,2.26,11.69,45.6,1.72,34.2,0.79,5.61,13.9,12.0,0.35,1.65,2.1,-18.59,-6.9,1.05,9334.0,3.97,-72.56,0.05,27
Afcons Infrastructure Ltd,Sep 2025,Manufacturing,Bear,5.64,-0.93,45.6,1.72,34.2,0.79,5.61,13.9,11.0,0.35,1.65,1.94,-7.29,-5.41,1.05,9334.0,2.87,-27.71,-0.18,22
Affle 3i Ltd,Dec 2023,IT,Bull,17.14,-6.47,46.2,6.05,34.65,0.0,13.8,16.8,19.0,0.35,1.65,19.4,5.5,7.6,1.05,22090.0,5.48,8.7,-0.15,25
Affle 3i Ltd,Dec 2024,IT,Bear,11.57,-13.56,46.2,6.05,34.65,0.0,13.8,16.8,22.0,0.35,1.65,43.67,5.5,7.6,1.05,22090.0,7.13,30.11,0.88,24
Affle 3i Ltd,Dec 2025,IT,Bull,-8.42,-7.7,46.2,6.05,34.65,0.0,13.8,16.8,23.0,0.35,1.65,163.0,5.5,7.6,1.05,22090.0,8.48,18.93,0.91,27
Affle 3i Ltd,Jun 2023,IT,Bull,10.84,2.01,46.2,6.05,34.65,0.0,13.8,16.8,19.0,0.35,1.65,26.0,5.5,7.6,1.05,22090.0,4.97,-41.39,0.8,23
Affle 3i Ltd,Jun 2024,IT,Bull,24.54,1.65,46.2,6.05,34.65,0.0,13.8,16.8,20.0,0.35,1.65,26.0,4.21,12.99,1.05,22090.0,6.18,24.35,0.91,30
Affle 3i Ltd,Jun 2025,IT,Bull,25.33,7.29,46.2,6.05,34.65,0.0,13.8,16.8,23.0,0.35,1.65,70.0,3.16,6.0,1.05,22090.0,7.5,21.36,0.86,28
Affle 3i Ltd,Jun 2026,IT,Bull,-1.25,-4.91,46.2,6.05,34.65,0.0,13.8,16.8,22.0,0.35,1.65,168.0,4.18,7.56,1.05,22090.0,9.12,21.6,0.82,27
Affle 3i Ltd,Mar 2024,IT,Bull,-21.09,15.12,46.2,6.05,34.65,0.0,13.8,16.8,19.0,0.35,1.65,19.6,24.32,31.82,1.05,22090.0,6.24,-31.58,0.91,26
Affle 3i Ltd,Mar 2025,IT,Bear,-9.23,15.89,46.2,6.05,34.65,0.0,13.8,16.8,22.0,0.35,1.65,67.0,15.77,18.39,1.05,22090.0,7.34,17.63,0.88,27
Affle 3i Ltd,Mar 2026,IT,Bear,-18.65,-2.09,46.2,6.05,34.65,0.0,13.8,16.8,22.0,0.35,1.65,161.0,16.59,13.21,1.05,22090.0,8.49,15.67,0.71,31
Affle 3i Ltd,Sep 2023,IT,Bull,3.08,18.24,46.2,6.05,34.65,0.0,13.8,16.8,20.0,0.35,1.65,14.5,-42.3,-47.66,1.05,22090.0,5.01,-40.99,-0.62,27
Affle 3i Ltd,Sep 2024,IT,Bull,16.44,15.27,46.2,6.05,34.65,0.0,13.8,16.8,21.0,0.35,1.65,28.25,7.31,5.75,1.05,22090.0,6.56,30.94,0.78,32
Affle 3i Ltd,Sep 2025,IT,Bear,-0.8,-1.63,46.2,6.05,34.65,0.0,13.8,16.8,23.0,0.35,1.65,146.0,7.48,7.77,1.05,22090.0,7.86,19.82,0.88,27
AIA Engineering Ltd,Dec 2023,Manufacturing,Bull,4.42,-0.51,30.1,4.76,22.58,0.39,17.0,21.1,27.0,0.35,1.65,44.43,4.53,4.31,1.05,38230.0,29.64,8.7,0.78,24
AIA Engineering Ltd,Dec 2024,Manufacturing,Bear,-21.81,-5.98,30.1,4.76,22.58,0.39,17.0,21.1,27.0,0.35,1.65,268.88,4.53,4.31,1.05,38230.0,27.78,-6.28,0.64,33
AIA Engineering Ltd,Dec 2025,Manufacturing,Bull,23.7,-7.51,30.1,4.76,22.58,0.39,17.0,21.1,27.0,0.35,1.65,18.12,4.53,4.31,1.05,38230.0,31.55,13.57,0.89,23
AIA Engineering Ltd,Jun 2023,Manufacturing,Bull,8.31,0.08,30.1,4.76,22.58,0.39,17.0,21.1,28.0,0.35,1.65,42.88,4.53,4.31,1.05,38230.0,28.87,-8.49,0.4,31
AIA Engineering Ltd,Jun 2024,Manufacturing,Bull,4.78,-4.37,30.1,4.76,22.58,0.39,17.0,21.1,28.0,0.35,1.65,48.17,-12.75,-7.5,1.05,38230.0,27.52,-4.68,0.2,23
AIA Engineering Ltd,Jun 2025,Manufacturing,Bull,1.27,-0.49,30.1,4.76,22.58,0.39,17.0,21.1,29.0,0.35,1.65,43.71,-2.53,17.76,1.05,38230.0,32.69,18.79,0.82,30
AIA Engineering Ltd,Jun 2026,Manufacturing,Bull,38.04,-3.41,30.1,4.76,22.58,0.39,17.0,21.1,26.0,0.35,1.65,10.08,9.47,2.73,1.05,38230.0,32.27,-1.28,0.67,27
